cve_id,published,year,severity,score,keyword_hits,macro_area,subcategory,description,cpe_matches,relevance_reason
CVE-2017-11655,2017-07-26T14:29:00.223,2017,HIGH,7.5,SIP,Signaling / Parser,Signaling weakness,"A memory leak was found in the way SIPcrack 0.2 handled processing of SIP traffic, because a lines array was mismanaged. A remote attacker could potentially use this flaw to crash long-running sipdump network sniffing sessions.",cpe:2.3:a:sipcrack_project:sipcrack:0.2:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2017-17283,2018-02-15T16:29:02.703,2018,MEDIUM,5.3,SIP,Signaling / Parser,Signaling weakness,"Huawei DP300 V500R002C00, RP200 V500R002C00, V600R006C00, TE30 V100R001C10, V500R002C00, V600R006C00, TE40 V500R002C00, V600R006C00, TE50 V500R002C00, V600R006C00, TE60 V100R001C01, V100R001C10, V500R002C00, V600R006C00 have an out-of-bound read vulnerability. A remote attacker send specially crafted Session Initiation Protocol (SIP) messages to the affected products. Due to insufficient input validation, successful exploit will cause some services abnormal.",cpe:2.3:o:huawei:dp300_firmware:v500r002c00:*:*:*:*:*:*:*; cpe:2.3:h:huawei:dp300:-:*:*:*:*:*:*:*; cpe:2.3:o:huawei:rp200_firmware:v500r002c00:*:*:*:*:*:*:*; cpe:2.3:o:huawei:rp200_firmware:v600r006c00:*:*:*:*:*:*:*; cpe:2.3:h:huawei:rp200:-:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te30_firmware:v100r001c10:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te30_firmware:v500r002c00:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te30_firmware:v600r006c00:*:*:*:*:*:*:*; cpe:2.3:h:huawei:te30:-:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te40_firmware:v500r002c00:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te40_firmware:v600r006c00:*:*:*:*:*:*:*; cpe:2.3:h:huawei:te40:-:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te50_firmware:v500r002c00:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te50_firmware:v600r006c00:*:*:*:*:*:*:*; cpe:2.3:h:huawei:te50:-:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te60_firmware:v100r001c01:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te60_firmware:v100r001c10:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te60_firmware:v500r002c00:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te60_firmware:v600r006c00:*:*:*:*:*:*:*; cpe:2.3:h:huawei:te60:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2017-17284,2018-02-15T16:29:02.767,2018,MEDIUM,5.3,SIP,Signaling / Parser,Signaling weakness,"Huawei DP300 V500R002C00, RP200 V500R002C00, V600R006C00, TE30 V100R001C10, V500R002C00, V600R006C00, TE40 V500R002C00, V600R006C00, TE50 V500R002C00, V600R006C00, TE60 V100R001C01, V100R001C10, V500R002C00, V600R006C00 have a resource management error vulnerability. A remote attacker may send huge number of specially crafted SIP messages to the affected products. Due to improper handling of some value in the messages, successful exploit will cause some services abnormal.",cpe:2.3:o:huawei:dp300_firmware:v500r002c00:*:*:*:*:*:*:*; cpe:2.3:h:huawei:dp300:-:*:*:*:*:*:*:*; cpe:2.3:o:huawei:rp200_firmware:v500r002c00:*:*:*:*:*:*:*; cpe:2.3:o:huawei:rp200_firmware:v600r006c00:*:*:*:*:*:*:*; cpe:2.3:h:huawei:rp200:-:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te30_firmware:v100r001c10:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te30_firmware:v500r002c00:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te30_firmware:v600r006c00:*:*:*:*:*:*:*; cpe:2.3:h:huawei:te30:-:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te40_firmware:v500r002c00:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te40_firmware:v600r006c00:*:*:*:*:*:*:*; cpe:2.3:h:huawei:te40:-:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te50_firmware:v500r002c00:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te50_firmware:v600r006c00:*:*:*:*:*:*:*; cpe:2.3:h:huawei:te50:-:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te60_firmware:v100r001c01:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te60_firmware:v100r001c10:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te60_firmware:v500r002c00:*:*:*:*:*:*:*; cpe:2.3:o:huawei:te60_firmware:v600r006c00:*:*:*:*:*:*:*; cpe:2.3:h:huawei:te60:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2018-10823,2018-10-17T14:29:00.787,2018,HIGH,8.8,SIP,Signaling / Parser,Signaling weakness,"An issue was discovered on D-Link DWR-116 through 1.06, DWR-512 through 2.02, DWR-712 through 2.02, DWR-912 through 2.02, DWR-921 through 2.02, and DWR-111 through 1.01 devices. An authenticated attacker may execute arbitrary code by injecting the shell command into the chkisg.htm page Sip parameter. This allows for full control over the device internals.",cpe:2.3:o:dlink:dwr-116_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:dlink:dwr-116:-:*:*:*:*:*:*:*; cpe:2.3:o:dlink:dwr-512_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:dlink:dwr-512:-:*:*:*:*:*:*:*; cpe:2.3:o:dlink:dwr-912_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:dlink:dwr-921:-:*:*:*:*:*:*:*; cpe:2.3:o:dlink:dwr-111_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:dlink:dwr-111:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2018-12227,2018-06-12T04:29:00.220,2018,MEDIUM,5.3,SIP; Asterisk,Signaling / Parser,Signaling weakness,"An issue was discovered in Asterisk Open Source 13.x before 13.21.1, 14.x before 14.7.7, and 15.x before 15.4.1 and Certified Asterisk 13.18-cert before 13.18-cert4 and 13.21-cert before 13.21-cert2. When endpoint specific ACL rules block a SIP request, they respond with a 403 forbidden. However, if an endpoint is not identified, then a 401 unauthorized response is sent. This vulnerability just discloses which requests hit a defined endpoint. The ACL rules cannot be bypassed to gain access to the disclosed endpoints.",cpe:2.3:a:digium:asterisk:*:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:*:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:*:*:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:13.18:cert1:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:13.18:cert2:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:13.18:cert3:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:13.21:cert1:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2018-16217,2019-05-29T18:29:00.740,2019,HIGH,8.8,SIP,Signaling / Parser,Signaling weakness,The network diagnostic function (ping) in the Yeahlink Ultra-elegant IP Phone SIP-T41P (firmware 66.83.0.35) allows a remote authenticated attacker to trigger OS commands or open a reverse shell via command injection.,cpe:2.3:o:yealink:ultra-elegant_ip_phone_sip-t41p_firmware:66.83.0.35:*:*:*:*:*:*:*; cpe:2.3:h:yealink:ultra-elegant_ip_phone_sip-t41p:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2018-18566,2018-10-24T22:29:01.510,2018,MEDIUM,5.3,SIP,Signaling / Parser,Signaling weakness,The SIP service in Polycom VVX 500 and 601 devices 5.8.0.12848 and earlier allow remote attackers to obtain sensitive phone configuration information by leveraging use with an on-premise installation with Skype for Business.,cpe:2.3:o:polycom:unified_communications_software:*:*:*:*:*:*:*:*; cpe:2.3:o:polycom:vvx_601_firmware:-:*:*:*:*:*:*:*; cpe:2.3:h:polycom:vvx_601:-:*:*:*:*:*:*:*; cpe:2.3:o:polycom:vvx_500_firmware:-:*:*:*:*:*:*:*; cpe:2.3:h:polycom:vvx_500:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2018-7286,2018-02-22T00:29:01.110,2018,MEDIUM,6.5,SIP; Asterisk,Signaling / Parser,Signaling weakness,"An issue was discovered in Asterisk through 13.19.1, 14.x through 14.7.5, and 15.x through 15.2.1, and Certified Asterisk through 13.18-cert2. res_pjsip allows remote authenticated users to crash Asterisk (segmentation fault) by sending a number of SIP INVITE messages on a TCP or TLS connection and then suddenly closing the connection.",cpe:2.3:a:digium:asterisk:*:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:*:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.19.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:*:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2018-9475,2024-11-20T18:15:19.670,2024,HIGH,8.8,SIP,Signaling / Parser,Signaling weakness,"In HeadsetInterface::ClccResponse of btif_hf.cc, there is a possible out of bounds stack write due to a missing bounds check. This could lead to remote escalation of privilege via Bluetooth, if the recipient has enabled SIP calls with no additional execution privileges needed. User interaction is not needed for exploitation.",cpe:2.3:o:google:android:7.0:*:*:*:*:*:*:*; cpe:2.3:o:google:android:7.1.1:*:*:*:*:*:*:*; cpe:2.3:o:google:android:7.1.2:*:*:*:*:*:*:*; cpe:2.3:o:google:android:8.0:*:*:*:*:*:*:*; cpe:2.3:o:google:android:8.1:*:*:*:*:*:*:*; cpe:2.3:o:google:android:9.0:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2019-1683,2019-02-25T17:29:00.280,2019,HIGH,7.4,SIP,Signaling / Parser,Signaling weakness,"A vulnerability in the certificate handling component of the Cisco SPA112, SPA525, and SPA5X5 Series IP Phones could allow an unauthenticated, remote attacker to listen to or control some aspects of a Transport Level Security (TLS)-encrypted Session Initiation Protocol (SIP) conversation. The vulnerability is due to the improper validation of server certificates. An attacker could exploit this vulnerability by crafting a malicious server certificate to present to the client. An exploit could allow an attacker to eavesdrop on TLS-encrypted traffic and potentially route or redirect calls initiated by an affected device. Affected software include version 7.6.2 of the Cisco Small Business SPA525 Series IP Phones and Cisco Small Business SPA5X5 Series IP Phones and version 1.4.2 of the Cisco Small Business SPA500 Series IP Phones and Cisco Small Business SPA112 Series IP Phones.",cpe:2.3:o:cisco:spa112_firmware:1.4.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa112:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa525_firmware:7.6.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa525:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa5x5_firmware:7.6.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa5x5:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa500_firmware:1.4.2:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa500:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa500s_firmware:1.4.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa500s:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa500ds_firmware:1.4.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa500ds:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa501g_firmware:1.4.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa501g:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa502g_firmware:1.4.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa502g:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa504g_firmware:1.4.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa504g:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa508g_firmware:1.4.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa508g:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa509g_firmware:1.4.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa509g:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa512g_firmware:1.4.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa512g:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa514g_firmware:1.4.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa514g:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:spa525g_firmware:1.4.2:*:*:*:*:*:*:*; cpe:2.3:h:cisco:spa525g:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2019-1765,2019-03-22T20:29:00.477,2019,HIGH,8.1,SIP,Signaling / Parser,Signaling weakness,"A vulnerability in the web-based management interface of Session Initiation Protocol (SIP) Software for Cisco IP Phone 8800 Series could allow an authenticated, remote attacker to write arbitrary files to the filesystem. The vulnerability is due to insufficient input validation and file-level permissions. An attacker could exploit this vulnerability by uploading invalid files to an affected device. A successful exploit could allow the attacker to write files in arbitrary locations on the filesystem. This vulnerability affects Cisco IP Phone 8800 Series products running a SIP Software release prior to 11.0(5) for Wireless IP Phone 8821 and 8821-EX; and 12.5(1)SR1 for the IP Conference Phone 8832 and the rest of the IP Phone 8800 Series.",cpe:2.3:o:cisco:ip_phone_8821_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:cisco:ip_phone_8821:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:ip_phone_8821-ex_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:cisco:ip_phone_8821-ex:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:ip_conference_phone_8832_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:cisco:ip_conference_phone_8832:-:*:*:*:*:*:*:*; cpe:2.3:o:cisco:ip_phone_8800_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:cisco:ip_phone_8800:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2019-19891,2020-01-13T18:15:13.827,2020,MEDIUM,5.9,SIP,Signaling / Parser,Signaling weakness,An encryption key vulnerability on Mitel SIP-DECT wireless devices 8.0 and 8.1 could allow an attacker to launch a man-in-the-middle attack. A successful exploit may allow the attacker to intercept sensitive information.,cpe:2.3:o:mitel:sip-dect_firmware:8.0:*:*:*:*:*:*:*; cpe:2.3:o:mitel:sip-dect_firmware:8.1:*:*:*:*:*:*:*; cpe:2.3:h:mitel:sip-dect:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2019-5280,2019-08-13T21:15:12.067,2019,MEDIUM,6.5,SIP,Signaling / Parser,Signaling weakness,"The SIP TLS module of Huawei CloudLink Phone 7900 with V600R019C10 has a TLS certificate verification vulnerability. Due to insufficient verification of specific parameters of the TLS server certificate, attackers can perform man-in-the-middle attacks, leading to the affected phones registered abnormally, affecting the availability of IP phones.",cpe:2.3:o:huawei:cloudlink_phone_7900_firmware:v600r019c10:*:*:*:*:*:*:*; cpe:2.3:h:huawei:cloudlink_phone_7900:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2020-27639,2020-12-18T08:15:14.937,2020,HIGH,8.1,SIP,Signaling / Parser,Signaling weakness,"The Bluetooth handset of Mitel MiVoice 6873i, 6930, and 6940 SIP phones with firmware before 5.1.0.SP6 could allow an unauthenticated attacker within Bluetooth range to pair a rogue Bluetooth device when a phone handset loses connection, due to an improper pairing mechanism. A successful exploit could allow an attacker to eavesdrop on conversations.",cpe:2.3:o:mitel:6873i_sip_firmware:*:*:*:*:*:*:*:*; cpe:2.3:o:mitel:6873i_sip_firmware:5.1.0:-:*:*:*:*:*:*; cpe:2.3:o:mitel:6873i_sip_firmware:5.1.0:sp1:*:*:*:*:*:*; cpe:2.3:o:mitel:6873i_sip_firmware:5.1.0:sp2:*:*:*:*:*:*; cpe:2.3:o:mitel:6873i_sip_firmware:5.1.0:sp3:*:*:*:*:*:*; cpe:2.3:o:mitel:6873i_sip_firmware:5.1.0:sp4:*:*:*:*:*:*; cpe:2.3:o:mitel:6873i_sip_firmware:5.1.0:sp5:*:*:*:*:*:*; cpe:2.3:h:mitel:6873i_sip:-:*:*:*:*:*:*:*; cpe:2.3:o:mitel:6930_sip_firmware:*:*:*:*:*:*:*:*; cpe:2.3:o:mitel:6930_sip_firmware:5.1.0:-:*:*:*:*:*:*; cpe:2.3:o:mitel:6930_sip_firmware:5.1.0:sp1:*:*:*:*:*:*; cpe:2.3:o:mitel:6930_sip_firmware:5.1.0:sp2:*:*:*:*:*:*; cpe:2.3:o:mitel:6930_sip_firmware:5.1.0:sp3:*:*:*:*:*:*; cpe:2.3:o:mitel:6930_sip_firmware:5.1.0:sp4:*:*:*:*:*:*; cpe:2.3:o:mitel:6930_sip_firmware:5.1.0:sp5:*:*:*:*:*:*; cpe:2.3:h:mitel:6930_sip:-:*:*:*:*:*:*:*; cpe:2.3:o:mitel:6940_sip_firmware:*:*:*:*:*:*:*:*; cpe:2.3:o:mitel:6940_sip_firmware:5.1.0:-:*:*:*:*:*:*; cpe:2.3:o:mitel:6940_sip_firmware:5.1.0:sp1:*:*:*:*:*:*; cpe:2.3:o:mitel:6940_sip_firmware:5.1.0:sp2:*:*:*:*:*:*; cpe:2.3:o:mitel:6940_sip_firmware:5.1.0:sp3:*:*:*:*:*:*; cpe:2.3:o:mitel:6940_sip_firmware:5.1.0:sp4:*:*:*:*:*:*; cpe:2.3:o:mitel:6940_sip_firmware:5.1.0:sp5:*:*:*:*:*:*; cpe:2.3:h:mitel:6940_sip:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2020-28041,2020-11-02T21:15:31.257,2020,MEDIUM,6.5,SIP,Signaling / Parser,Signaling weakness,"The SIP ALG implementation on NETGEAR Nighthawk R7000 1.0.9.64_10.2.64 devices allows remote attackers to communicate with arbitrary TCP and UDP services on a victim's intranet machine, if the victim visits an attacker-controlled web site with a modern browser, aka NAT Slipstreaming. This occurs because the ALG takes action based on an IP packet with an initial REGISTER substring in the TCP data, and the correct intranet IP address in the subsequent Via header, without properly considering that connection progress and fragmentation affect the meaning of the packet data.",cpe:2.3:o:netgear:nighthawk_r7000_firmware:1.0.9.64_10.2.64:*:*:*:*:*:*:*; cpe:2.3:h:netgear:nighthawk_r7000:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2020-28327,2020-11-06T19:15:14.080,2020,MEDIUM,5.3,SIP; Asterisk,Signaling / Parser,Signaling weakness,"A res_pjsip_session crash was discovered in Asterisk Open Source 13.x before 13.37.1, 16.x before 16.14.1, 17.x before 17.8.1, and 18.x before 18.0.1. and Certified Asterisk before 16.8-cert5. Upon receiving a new SIP Invite, Asterisk did not return the created dialog locked or referenced. This caused a gap between the creation of the dialog object, and its next use by the thread that created it. Depending on some off-nominal circumstances and timing, it was possible for another thread to free said dialog in this gap. Asterisk could then crash when the dialog object, or any of its dependent objects, were dereferenced or accessed next by the initial-creation thread. Note, however, that this crash can only occur when using a connection-oriented protocol (e.g., TCP or TLS, but not UDP) for SIP transport. Also, the remote client must be authenticated, or Asterisk must be configured for anonymous calling.",cpe:2.3:a:digium:certified_asterisk:16.8:-:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:16.8:cert1-rc1:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:16.8:cert1-rc2:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:16.8:cert1-rc3:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:16.8:cert1-rc4:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:16.8:cert2:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:16.8:cert3:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:16.8:cert4:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:16.8:cert4-rc1:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:16.8:cert4-rc2:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:16.8:cert4-rc3:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:16.8:cert4-rc4:*:*:*:*:*:*; cpe:2.3:a:sangoma:asterisk:*:*:*:*:*:*:*:*; cpe:2.3:a:sangoma:asterisk:*:*:*:*:*:*:*:*; cpe:2.3:a:sangoma:asterisk:*:*:*:*:*:*:*:*; cpe:2.3:a:sangoma:asterisk:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2020-28361,2020-11-18T14:15:12.017,2020,MEDIUM,5.4,SIP; Kamailio,Signaling / Parser,Signaling weakness,"Kamailio before 5.4.0, as used in Sip Express Router (SER) in Sippy Softswitch 4.5 through 5.2 and other products, allows a bypass of a header-removal protection mechanism via whitespace characters. This occurs in the remove_hf function in the Kamailio textops module. Particular use of remove_hf in Sippy Softswitch may allow skilled attacker having a valid credential in the system to disrupt internal call start/duration accounting mechanisms leading potentially to a loss of revenue.",cpe:2.3:a:kamailio:kamailio:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2020-35652,2021-01-29T08:15:10.520,2021,MEDIUM,6.5,SIP; Asterisk,Signaling / Parser,Signaling weakness,"An issue was discovered in res_pjsip_diversion.c in Sangoma Asterisk before 13.38.0, 14.x through 16.x before 16.15.0, 17.x before 17.9.0, and 18.x before 18.1.0. A crash can occur when a SIP message is received with a History-Info header that contains a tel-uri, or when a SIP 181 response is received that contains a tel-uri in the Diversion header.",cpe:2.3:a:digium:asterisk:*:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:*:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:*:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2020-5760,2020-07-29T19:15:14.967,2020,HIGH,7.8,SIP,Signaling / Parser,Signaling weakness,Grandstream HT800 series firmware version 1.0.17.5 and below is vulnerable to an OS command injection vulnerability. Unauthenticated remote attackers can execute arbitrary commands as root by crafting a special configuration file and sending a crafted SIP message.,cpe:2.3:o:grandstream:ht801_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:grandstream:ht801:-:*:*:*:*:*:*:*; cpe:2.3:o:grandstream:ht802_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:grandstream:ht802:-:*:*:*:*:*:*:*; cpe:2.3:o:grandstream:ht812_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:grandstream:ht812:-:*:*:*:*:*:*:*; cpe:2.3:o:grandstream:ht814_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:grandstream:ht814:-:*:*:*:*:*:*:*; cpe:2.3:o:grandstream:ht818_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:grandstream:ht818:-:*:*:*:*:*:*:*; cpe:2.3:o:grandstream:ht813_firmware:*:*:*:*:*:*:*:*; cpe:2.3:h:grandstream:ht813:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2020-5926,2020-08-26T16:15:12.933,2020,HIGH,7.5,SIP,Signaling / Parser,Signaling weakness,"In BIG-IP versions 15.1.0-15.1.0.4, 15.0.0-15.0.1.3, and 14.1.0-14.1.2.6, a BIG-IP virtual server with a Session Initiation Protocol (SIP) ALG profile, parsing SIP messages that contain a multi-part MIME payload with certain boundary strings can cause TMM to free memory to the wrong cache.",cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*; cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2021-33056,2021-08-12T21:15:07.457,2021,HIGH,7.5,SIP; Linphone,Signaling / Parser,Signaling weakness,"Belledonne Belle-sip before 4.5.20, as used in Linphone and other products, can crash via an invalid From header in a SIP message.",cpe:2.3:a:linphone:belle-sip:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
